# PSIBLAST 2.12.0+
# Iteration: 1
# Query: P47343.1 RecName: Full=Uracil-DNA glycosylase; Short=UDG [Mycoplasmoides genitalium G37]
# Database: ../../data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 306 hits found
P47343.1	P47343.1	100.000	245	0	0	1	245	1	245	0.0	502
P47343.1	P75536.1	56.034	232	102	0	3	234	1	232	3.41e-96	281
P47343.1	Q4A8N4.1	37.443	219	128	5	17	233	6	217	1.46e-38	133
P47343.1	Q5R080.1	33.484	221	134	6	18	233	3	215	1.02e-36	128
P47343.1	P43731.1	34.361	227	135	6	15	235	1	219	4.31e-34	121
P47343.1	Q5E2Y8.1	32.751	229	140	6	17	239	4	224	1.36e-32	118
P47343.1	B4F058.1	33.778	225	135	6	17	235	6	222	2.58e-32	117
P47343.1	B5Z154.1	32.743	226	138	6	17	236	6	223	3.63e-32	117
P47343.1	B5F228.1	32.301	226	139	6	17	236	6	223	4.22e-32	116
P47343.1	B2VEC7.1	31.839	223	138	6	17	233	6	220	5.55e-32	116
P47343.1	Q4QPM6.1	33.040	227	138	6	15	235	1	219	5.63e-32	116
P47343.1	B0UWA7.1	34.361	227	131	8	17	235	3	219	8.60e-32	116
P47343.1	B5FAJ7.1	32.314	229	141	6	17	239	4	224	8.71e-32	116
P47343.1	A9N0W3.1	31.858	226	140	6	17	236	6	223	9.52e-32	116
P47343.1	A5UBC0.1	33.040	227	138	6	15	235	1	219	9.99e-32	115
P47343.1	A8FIM7.1	33.772	228	129	8	17	235	8	222	1.47e-31	115
P47343.1	A9MGV9.1	31.858	226	140	6	17	236	6	223	2.72e-31	114
P47343.1	B7MYL3.1	32.743	226	138	6	17	236	6	223	2.85e-31	114
P47343.1	A8AD07.1	31.858	226	140	6	17	236	6	223	3.44e-31	114
P47343.1	B7NRN6.1	33.921	227	134	8	17	236	6	223	4.39e-31	114
P47343.1	Q8FF08.3	32.301	226	139	6	17	236	6	223	6.72e-31	113
P47343.1	Q65VN0.1	32.599	227	139	6	15	235	1	219	7.39e-31	113
P47343.1	A1AEB0.1	32.301	226	139	6	17	236	6	223	8.53e-31	113
P47343.1	B7LUY5.1	31.858	226	140	6	17	236	6	223	1.33e-30	112
P47343.1	A1JKI8.1	33.184	223	135	6	17	233	6	220	1.59e-30	112
P47343.1	A6VLV4.1	33.478	230	133	8	15	235	1	219	2.00e-30	112
P47343.1	A7MS85.1	34.361	227	131	7	15	233	4	220	3.68e-30	111
P47343.1	A8A392.1	31.858	226	140	6	17	236	6	223	5.50e-30	111
P47343.1	Q0T1S6.1	31.858	226	140	6	17	236	6	223	6.48e-30	111
P47343.1	Q98PV4.1	34.234	222	134	6	18	235	7	220	7.08e-30	111
P47343.1	Q8Y9X7.1	33.480	227	133	9	14	233	1	216	8.75e-30	110
P47343.1	Q723S4.1	33.480	227	133	9	14	233	1	216	9.68e-30	110
P47343.1	C6DC11.1	35.111	225	128	8	17	233	6	220	1.28e-29	110
P47343.1	P52506.1	33.188	229	134	8	14	235	98	314	1.88e-29	111
P47343.1	P52507.1	33.188	229	134	8	14	235	99	315	2.30e-29	111
P47343.1	Q65DN9.1	33.036	224	136	7	17	235	8	222	2.74e-29	109
P47343.1	P28866.1	32.000	225	142	5	14	235	95	311	3.15e-29	111
P47343.1	A4WDE9.1	31.416	226	141	6	17	236	6	223	3.88e-29	109
