# PSIBLAST 2.12.0+
# Iteration: 1
# Query: B1AJI8.1 RecName: Full=Uracil-DNA glycosylase; Short=UDG [Ureaplasma parvum serovar 3 str. ATCC 27815] >Q9PPU2.1 RecName: Full=Uracil-DNA glycosylase; Short=UDG [Ureaplasma parvum serovar 3 str. ATCC 700970]
# Database: ../../data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 306 hits found
B1AJI8.1	B1AJI8.1	100.000	212	0	0	1	212	1	212	1.98e-159	440
B1AJI8.1	B5ZC55.1	88.679	212	24	0	1	212	1	212	1.83e-144	402
B1AJI8.1	Q5R080.1	45.116	215	115	2	1	212	1	215	1.57e-61	191
B1AJI8.1	A0Q7Y8.1	46.759	216	111	4	1	212	1	216	9.86e-61	189
B1AJI8.1	A4IWI7.1	45.833	216	113	3	1	212	1	216	3.39e-60	187
B1AJI8.1	Q4L3Q7.1	43.662	213	119	1	1	212	1	213	6.45e-60	187
B1AJI8.1	B3ERG6.1	45.283	212	114	2	3	212	9	220	8.10e-60	186
B1AJI8.1	C6DC11.1	45.622	217	112	4	1	212	5	220	9.77e-60	186
B1AJI8.1	A0KMZ1.1	43.925	214	116	3	3	212	4	217	4.65e-59	185
B1AJI8.1	P97931.3	46.479	213	111	2	3	212	91	303	5.09e-59	186
B1AJI8.1	A7NAN4.1	45.370	216	114	3	1	212	1	216	8.85e-59	184
B1AJI8.1	B0UWA7.1	44.860	214	114	3	3	212	4	217	9.69e-59	184
B1AJI8.1	A0M1V1.1	48.131	214	106	4	3	212	9	221	1.04e-58	184
B1AJI8.1	A1JKI8.1	44.444	216	116	4	1	212	5	220	1.14e-58	184
B1AJI8.1	Q65VN0.1	46.512	215	109	4	3	212	4	217	1.34e-58	183
B1AJI8.1	Q3BNI2.1	51.892	185	83	3	32	212	44	226	1.80e-58	183
B1AJI8.1	A7GVX1.1	45.755	212	112	3	3	212	14	224	2.18e-58	183
B1AJI8.1	B6YR15.1	42.925	212	119	2	3	212	9	220	2.77e-58	183
B1AJI8.1	P57807.1	43.458	214	117	3	3	212	4	217	2.94e-58	183
B1AJI8.1	A5F5R5.1	43.519	216	118	3	1	212	5	220	3.34e-58	183
B1AJI8.1	A6VLV4.1	44.393	214	115	3	3	212	4	217	4.30e-58	182
B1AJI8.1	Q8PFZ6.1	51.892	185	83	3	32	212	44	226	5.86e-58	182
B1AJI8.1	A1KU26.1	43.721	215	115	4	3	212	4	217	1.50e-57	181
B1AJI8.1	A9LZA2.1	43.721	215	115	4	3	212	4	217	1.51e-57	181
B1AJI8.1	B4RLL6.1	43.721	215	115	4	3	212	4	217	1.70e-57	181
B1AJI8.1	Q6D208.1	44.700	217	114	4	1	212	5	220	1.76e-57	181
B1AJI8.1	A4SK71.1	42.991	214	118	3	3	212	4	217	1.84e-57	181
B1AJI8.1	Q7MNR0.2	43.056	216	119	3	1	212	5	220	3.40e-57	180
B1AJI8.1	Q9JUC4.1	43.721	215	115	4	3	212	4	217	3.60e-57	180
B1AJI8.1	B0RWT2.1	50.811	185	85	3	32	212	44	226	4.48e-57	180
B1AJI8.1	B4F058.1	43.056	216	119	4	1	212	5	220	5.08e-57	179
B1AJI8.1	P13051.2	45.070	213	114	2	3	212	98	310	6.46e-57	181
B1AJI8.1	Q8A5V6.1	41.981	212	121	2	3	212	9	220	6.51e-57	179
B1AJI8.1	A3MZ80.1	44.860	214	114	3	3	212	4	217	6.77e-57	179
B1AJI8.1	A6L7T5.1	41.981	212	121	2	3	212	9	220	7.56e-57	179
B1AJI8.1	A6TCJ2.1	42.130	216	121	3	1	212	5	220	7.64e-57	179
B1AJI8.1	Q5HRG5.1	42.254	213	122	1	1	212	1	213	9.42e-57	179
B1AJI8.1	C1DQR0.1	43.192	213	118	3	3	212	14	226	1.03e-56	179
B1AJI8.1	Q8UCM8.1	42.723	213	119	3	3	212	16	228	1.55e-56	179
B1AJI8.1	B9DKT3.1	44.444	216	113	3	1	212	1	213	1.68e-56	178
B1AJI8.1	P43731.1	42.991	214	118	3	3	212	4	217	2.19e-56	177
B1AJI8.1	Q5L9D9.1	41.509	212	122	2	3	212	9	220	2.66e-56	177
B1AJI8.1	B5Z154.1	43.056	216	119	4	1	212	5	220	3.54e-56	177
B1AJI8.1	A8AD07.1	41.667	216	122	3	1	212	5	220	3.72e-56	177
B1AJI8.1	A0RM89.1	45.755	212	112	3	3	212	14	224	3.91e-56	177
B1AJI8.1	Q87SC4.1	44.495	218	109	5	3	212	7	220	4.01e-56	177
B1AJI8.1	B2VEC7.1	42.130	216	121	4	1	212	5	220	4.54e-56	177
B1AJI8.1	A4WDE9.1	42.130	216	121	3	1	212	5	220	5.35e-56	177
B1AJI8.1	Q8CQ65.1	41.784	213	123	1	1	212	1	213	6.25e-56	176
B1AJI8.1	B9E8N2.1	42.056	214	121	3	1	212	1	213	7.64e-56	176
B1AJI8.1	B8F6C3.1	43.662	213	117	3	3	212	4	216	9.00e-56	176
